index,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,native-country,Y
5467,39,Private,132652,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,0
6959,17,Self-emp-not-inc,132652,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,0
11684,19,Private,132652,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
9526,17,Private,132652,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,0
580,36,Local-gov,132652,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
13904,50,Private,132652,Some-college,15,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,1
8852,18,Private,132652,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Wife,White,Female,United-States,0
16166,24,Self-emp-not-inc,132652,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,United-States,0
6518,28,Private,132652,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,0
2728,36,Local-gov,132652,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,0
15654,38,Private,132652,Some-college,10,Married-civ-spouse,Tech-support,Not-in-family,White,Male,United-States,0
4345,19,Private,132652,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
13910,36,Local-gov,132652,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
10815,23,Private,132652,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,0
16336,37,Private,132652,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,United-States,1
16819,37,Self-emp-not-inc,132652,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,0
10240,23,Private,132652,Some-college,10,Widowed,Other-service,Not-in-family,Black,Female,United-States,0
5368,39,Private,132652,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
7952,23,Private,132652,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,United-States,0
8724,24,Private,132652,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Male,United-States,0
11352,19,Private,34572,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Female,United-States,0
7680,23,Private,132652,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
11934,24,Federal-gov,132652,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,United-States,0
6605,42,Private,132652,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
6193,50,Private,132652,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,1
10869,23,Private,132652,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
6546,17,Private,132652,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
16983,19,Self-emp-inc,132652,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,United-States,0
11865,36,Self-emp-not-inc,132652,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,0
5552,19,Private,132652,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,0
4802,24,Private,132652,Assoc-voc,11,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,0
16796,21,Private,132652,Some-college,10,Never-married,Other-service,Own-child,White,Female,United-States,0
9182,36,Private,132652,Assoc-acdm,12,Never-married,Other-service,Not-in-family,Black,Male,United-States,0
377,37,Local-gov,132652,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
15033,43,Private,132652,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
4484,41,Self-emp-not-inc,132652,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,United-States,0
8001,39,Private,132652,Some-college,10,Married-civ-spouse,Transport-moving,Not-in-family,White,Female,United-States,0
4103,50,Private,132652,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,United-States,1
7030,17,Self-emp-not-inc,132652,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,United-States,1
16937,24,Private,132652,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,United-States,0
3021,37,Self-emp-not-inc,132652,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,1
4596,22,Private,132652,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,0
10124,17,Private,132652,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
4398,31,Private,132652,Some-college,10,Divorced,Sales,Not-in-family,White,Female,United-States,0
7029,19,Private,132652,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,0
11852,23,Private,132652,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
5827,29,Private,132652,Assoc-acdm,12,Married-civ-spouse,Tech-support,Wife,White,Female,United-States,0
2892,50,Private,132652,Some-college,10,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,United-States,1
387,28,Private,132652,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,United-States,0
7017,39,Private,132652,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
2804,21,Private,132652,Some-college,10,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
2985,24,Private,132652,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
7025,21,Private,132652,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
12673,19,Private,132652,HS-grad,9,Widowed,Handlers-cleaners,Unmarried,White,Male,United-States,0
14053,36,Private,132652,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
14651,23,Private,132652,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
12741,19,Private,132652,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,0
2774,19,Private,132652,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,United-States,0
16871,25,Private,132652,HS-grad,9,Never-married,Protective-serv,Own-child,White,Male,United-States,0
32,45,Private,132652,Some-college,10,Divorced,Other-service,Other-relative,White,Female,United-States,0
16250,31,Private,132652,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
12497,17,Private,132652,Assoc-voc,11,Never-married,Farming-fishing,Own-child,White,Female,United-States,0
6352,49,Local-gov,132652,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,1
5608,23,Self-emp-inc,132652,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,0
7196,17,Local-gov,132652,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,1
13609,41,Local-gov,132652,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Female,United-States,0
9486,17,Private,132652,Bachelors,13,Never-married,Sales,Unmarried,White,Male,United-States,0
5160,19,Private,132652,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,0
15916,26,Private,132652,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,United-States,1
11018,19,Private,132652,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Female,United-States,0
1364,21,?,132652,HS-grad,9,Never-married,?,Not-in-family,White,Male,United-States,0
1072,22,Local-gov,132652,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,0
882,45,Private,132652,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,0
10756,23,Private,132652,7th-8th,4,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States,0
13733,17,Private,132652,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,1
655,23,Private,132652,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
8052,28,Private,132652,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
1139,32,Private,132652,HS-grad,3,Never-married,Machine-op-inspct,Other-relative,Black,Male,United-States,0
5389,23,Local-gov,132652,HS-grad,9,Never-married,Craft-repair,Other-relative,Black,Male,United-States,0
12939,26,Private,132652,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,United-States,0
12558,24,Private,132652,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,United-States,0
13930,50,Private,132652,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
5102,25,Private,132652,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Black,Female,United-States,0
15946,22,Private,132652,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,United-States,0
13283,24,Private,132652,HS-grad,9,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,United-States,0
14774,23,Private,132652,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
2278,21,Private,132652,Some-college,10,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
6664,17,?,132652,Some-college,10,Never-married,?,Not-in-family,White,Female,United-States,0
226,19,Private,132652,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
2707,19,Private,132652,Assoc-voc,12,Divorced,Sales,Own-child,White,Female,United-States,0
7763,29,Private,132652,Assoc-acdm,12,Separated,Other-service,Not-in-family,White,Female,United-States,0
7973,32,Private,132652,HS-grad,9,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,United-States,1
5396,36,Private,24694,Bachelors,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
6155,36,Private,132652,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
4678,23,Private,132652,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,1
1710,23,Private,132652,Some-college,10,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
12252,19,Private,132652,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Female,United-States,0
13419,18,Private,132652,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,United-States,0
6496,23,Private,132652,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,0
1832,17,Local-gov,132652,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,1
12050,19,Private,132652,5th-6th,3,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,0
16661,43,Private,132652,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,0
15337,36,Private,132652,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,0
14128,23,Private,132652,Bachelors,13,Never-married,Machine-op-inspct,Own-child,White,Male,United-States,0
4803,23,State-gov,132652,Bachelors,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
5799,19,Private,132652,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,United-States,0
473,17,Private,132652,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
2314,50,Private,132652,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
9153,18,?,132652,11th,7,Never-married,?,Own-child,White,Male,United-States,0
8609,38,Private,24694,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,0
14840,23,Self-emp-not-inc,132652,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
6629,19,Private,132652,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,United-States,0
1643,23,Private,132652,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,United-States,0
4002,19,Private,132652,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,0
13357,30,Private,132652,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,0
1223,17,Private,132652,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,United-States,0
7179,22,Private,132652,Some-college,10,Never-married,Prof-specialty,Unmarried,Black,Female,United-States,0
6376,31,Private,132652,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,0
14754,46,Private,132652,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
10469,21,Private,132652,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
15526,50,Private,132652,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
3039,21,Private,132652,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
11917,23,Private,132652,Some-college,10,Never-married,Sales,Not-in-family,White,Male,United-States,0
1102,19,Private,132652,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,United-States,0
13561,19,Private,132652,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,United-States,0
2753,28,Private,132652,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,0
14746,19,Private,132652,Some-college,10,Never-married,Other-service,Own-child,White,Female,United-States,0
7457,32,?,132652,Some-college,10,Never-married,?,Not-in-family,White,Male,United-States,0
10257,37,Self-emp-not-inc,132652,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
7968,21,Private,132652,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,United-States,0
11730,28,Private,132652,Some-college,10,Divorced,Handlers-cleaners,Own-child,White,Female,United-States,0
2495,19,?,132652,Assoc-acdm,12,Never-married,?,Other-relative,White,Female,United-States,0
8101,17,Private,132652,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
9882,50,Self-emp-not-inc,132652,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,0
8065,31,Private,132652,Masters,14,Divorced,Tech-support,Not-in-family,White,Male,United-States,0
4651,29,Private,132652,Masters,14,Never-married,Exec-managerial,Other-relative,White,Female,United-States,0
15486,17,?,132652,10th,6,Never-married,?,Not-in-family,Black,Female,United-States,0
4927,19,Private,24694,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,United-States,0
1550,24,Self-emp-not-inc,132652,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,0
10059,29,Private,132652,Assoc-acdm,12,Separated,Adm-clerical,Unmarried,White,Male,United-States,0
13130,50,Private,132652,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,United-States,1
6926,50,Private,132652,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
13677,22,Private,132652,Some-college,10,Separated,Other-service,Unmarried,Black,Male,United-States,0
9642,37,Self-emp-inc,132652,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,United-States,0
10739,17,Private,132652,Some-college,10,Married-civ-spouse,Sales,Husband,Black,Male,United-States,1
9002,17,Private,132652,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
2081,50,Private,132652,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
14018,37,Private,132652,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,United-States,0
3034,23,Private,132652,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
10082,23,Self-emp-inc,132652,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,0
621,19,Private,132652,Some-college,10,Never-married,Sales,Own-child,White,Male,United-States,0
7468,23,Private,132652,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,United-States,0
6907,21,Private,132652,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
16415,36,Private,132652,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,1
6354,28,Private,132652,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
2879,36,Private,132652,Bachelors,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,0
3279,50,Local-gov,132652,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,0
6976,23,Private,132652,Prof-school,15,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,United-States,1
1126,18,Local-gov,132652,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,1
13280,50,Self-emp-not-inc,132652,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,1
